m_seller_2_s2_1090,b2,n_seller_2_s2_1437,m,b1,n,b3,m_seller_2_s2_2109,m_seller_2_s2_4130,m_seller_3_s3_2256,m_seller_5_s5_1523,n_seller_5_s5_1488,m_seller_5_s5_4375,n_seller_4_s4_214,n_seller_4_s4_3028
40.75,19,53.166666666666664,135,11,189,65,36.25,41.0,57.833333333333336,71.33333333333333,47.0,42.0,33.2,53.6
76.0,61,47.6,17,82,128,86,74.0,82.0,64.0,35.5,53.75,40.5,32.8,51.8
63.0,82,66.14285714285714,93,86,89,9,45.0,35.25,57.333333333333336,66.0,21.75,56.25,29.5,49.5
43.2,1,24.0,26,20,8,12,57.4,53.6,50.25,16.333333333333332,40.0,4.333333333333333,37.0,33.0
48.333333333333336,30,49.0,181,95,132,10,52.833333333333336,52.333333333333336,73.75,27.25,52.666666666666664,47.5,56.625,58.875
55.833333333333336,49,55.75,53,41,66,86,43.333333333333336,60.5,62.333333333333336,44.75,64.5,52.25,44.8,42.8
55.5,75,52.2,150,43,157,43,67.25,65.5,37.0,89.2,58.9,55.4,53.5,40.666666666666664
49.379657317803215,14,47.0,98,38,44,51,50.266200058525285,49.441438767806545,42.0,60.875,72.5,39.125,45.4,79.4
46.0,95,55.4,154,84,91,82,53.0,26.0,56.77777777777778,44.125,69.0,37.125,48.75,31.0
47.44444444444444,61,63.0,178,4,75,27,72.11111111111111,53.0,46.666666666666664,67.75,65.5,73.75,52.666666666666664,46.833333333333336
65.5,19,87.5,180,60,60,36,59.0,48.75,50.5,62.833333333333336,40.0,69.16666666666667,54.285714285714285,49.0
41.6,85,55.333333333333336,191,50,111,3,43.4,47.2,42.2,45.5,42.0,11.0,45.0,62.0
56.285714285714285,65,57.333333333333336,19,22,190,46,38.42857142857143,50.0,90.0,26.25,51.333333333333336,24.75,75.71428571428571,42.285714285714285
37.375,95,22.6,148,82,165,93,42.625,51.125,28.333333333333332,45.714285714285715,42.8,59.57142857142857,62.2,32.4
53.0,14,63.166666666666664,10,65,173,57,47.0,33.2,41.5,52.0,38.25,44.333333333333336,40.25,38.25
34.75,77,46.857142857142854,103,94,181,26,52.0,61.0,76.66666666666667,51.75,46.0,26.75,35.833333333333336,35.833333333333336
55.2,41,49.166666666666664,118,23,175,3,33.0,47.8,38.5,55.333333333333336,37.0,18.333333333333332,45.0,28.0
64.33333333333333,28,44.875,112,28,100,63,65.33333333333333,49.833333333333336,54.0,80.5,44.0,8.5,45.125,36.875
49.379657317803215,50,31.2,163,32,105,2,50.266200058525285,49.441438767806545,60.333333333333336,43.5,22.5,11.5,57.0,76.5
56.5,90,45.333333333333336,195,79,15,62,56.75,61.75,54.0,65.0,57.333333333333336,47.333333333333336,63.833333333333336,36.666666666666664
68.0,31,55.5,2,38,43,78,24.75,80.75,30.428571428571427,24.0,41.25,73.75,51.57142857142857,49.857142857142854
58.666666666666664,23,40.6,23,76,152,45,78.0,28.333333333333332,57.09090909090909,68.83333333333333,50.22222222222222,42.0,48.8,73.2
36.333333333333336,57,56.857142857142854,87,22,174,37,23.0,14.0,61.666666666666664,48.166666666666664,40.5,67.5,45.4,62.0
56.285714285714285,3,42.8,19,91,48,83,38.42857142857143,50.0,90.0,26.25,47.44444444444444,24.75,37.5,68.75
58.666666666666664,40,36.5,23,80,4,8,78.0,28.333333333333332,57.09090909090909,68.83333333333333,63.375,42.0,37.5,72.5
53.57142857142857,62,41.44444444444444,166,10,110,26,47.285714285714285,72.14285714285714,43.285714285714285,46.42857142857143,49.0,52.57142857142857,71.0,37.0
58.5,1,38.75,164,23,61,23,47.75,39.0,38.833333333333336,46.333333333333336,31.0,32.666666666666664,30.0,96.0
41.333333333333336,37,80.0,133,34,159,1,45.0,45.666666666666664,42.1,30.5,22.0,78.5,64.25,62.75
61.0,5,34.5,126,78,40,44,14.0,59.0,77.25,59.0,39.333333333333336,32.4,57.375,57.0
38.8,84,38.75,32,75,61,93,20.6,61.6,70.83333333333333,51.42857142857143,31.0,64.42857142857143,30.0,96.0
54.857142857142854,28,70.0,72,27,46,9,42.0,60.57142857142857,68.125,74.5,49.0,54.25,53.6,48.6
55.8,36,34.5,95,5,40,25,49.2,40.4,57.0,34.333333333333336,39.333333333333336,54.666666666666664,57.375,57.0
37.0,50,45.75,91,42,162,79,54.5,48.0,57.5,41.0,49.5,54.0,38.75,27.75
48.25,17,58.0,171,49,103,86,49.0,51.5,31.0,37.0,46.5,65.0,54.333333333333336,42.666666666666664
35.57142857142857,6,52.0,122,7,172,84,41.42857142857143,35.0,50.5,54.333333333333336,67.5,51.333333333333336,40.333333333333336,69.0
29.0,20,27.5,198,19,98,66,48.0,46.666666666666664,46.8,79.2,80.5,40.6,54.0,35.666666666666664
60.6,6,28.166666666666668,30,83,170,42,34.0,51.8,33.75,60.1,58.666666666666664,58.2,53.875,53.125
35.833333333333336,82,53.666666666666664,102,36,41,44,53.666666666666664,57.0,50.833333333333336,49.4,46.5,28.0,24.2,51.8
62.857142857142854,17,36.5,36,98,4,1,40.714285714285715,46.57142857142857,39.0,40.714285714285715,63.375,55.857142857142854,37.5,72.5
42.0,50,43.0,44,5,24,90,89.66666666666667,72.0,40.4,40.5,48.0,85.5,66.66666666666667,45.666666666666664
69.375,67,57.333333333333336,116,8,190,98,47.5,42.5,39.75,65.0,51.333333333333336,38.333333333333336,75.71428571428571,42.285714285714285
91.0,2,31.2,182,52,105,4,48.0,82.0,40.42857142857143,76.4,22.5,51.0,57.0,76.5
53.57142857142857,16,55.333333333333336,166,13,196,65,47.285714285714285,72.14285714285714,43.285714285714285,46.42857142857143,64.5,52.57142857142857,55.0,42.8
44.0,87,50.333333333333336,176,27,109,3,59.0,35.333333333333336,43.0,54.0,59.333333333333336,47.2,61.0,66.5
40.857142857142854,37,40.6,119,73,152,81,51.285714285714285,52.285714285714285,51.857142857142854,18.5,50.22222222222222,32.833333333333336,48.8,73.2
39.2,83,59.333333333333336,69,98,137,49,63.0,39.8,66.66666666666667,40.666666666666664,41.2,85.0,48.5,80.25
69.5,92,62.6,177,14,133,57,47.5,30.25,45.8,24.75,58.333333333333336,84.75,44.77777777777778,42.77777777777778
38.5,76,11.25,160,96,180,97,57.0,70.0,49.0,55.333333333333336,43.333333333333336,45.0,65.0,87.66666666666667
78.6,57,43.875,73,93,121,99,42.6,44.4,54.77777777777778,44.833333333333336,21.0,61.333333333333336,47.5,44.0
47.2,64,45.7,66,96,119,86,22.6,55.4,61.57142857142857,26.666666666666668,46.0,48.666666666666664,43.5,61.833333333333336
48.5,31,47.166666666666664,63,40,13,89,61.833333333333336,65.5,46.5,5.5,30.2,51.0,62.75,39.5
21.0,29,47.6,174,97,128,82,50.0,41.666666666666664,17.75,58.125,53.75,49.375,32.8,51.8
62.0,54,28.166666666666668,158,97,170,17,63.55555555555556,45.55555555555556,48.77777777777778,59.8,58.666666666666664,67.8,53.875,53.125
34.75,36,55.333333333333336,103,92,196,32,52.0,61.0,76.66666666666667,51.75,64.5,26.75,55.0,42.8
34.5,22,61.0,139,39,51,21,52.0,63.0,67.2,52.857142857142854,39.57142857142857,40.0,64.33333333333333,51.0
42.0,28,36.42857142857143,44,50,112,26,89.66666666666667,72.0,40.4,40.5,19.75,85.5,22.5,83.5
31.333333333333332,46,34.0,94,24,21,63,38.333333333333336,62.666666666666664,56.75,72.5,59.5,84.5,50.8,75.8
76.33333333333333,75,57.4,50,36,17,14,23.0,78.0,46.4,21.0,49.857142857142854,39.75,48.75,45.75
55.6,99,53.42857142857143,68,44,56,57,76.2,54.0,25.0,61.4,53.142857142857146,43.8,51.0,34.333333333333336
75.0,46,81.66666666666667,71,94,97,43,58.5,28.5,42.0,61.5,58.5,66.625,29.0,20.0
47.0,99,67.5,64,99,164,93,53.4,64.7,47.625,61.75,40.375,47.5,45.25,45.75
84.0,39,60.0,29,46,123,68,78.0,62.0,45.333333333333336,60.09090909090909,62.2,62.27272727272727,46.5,46.333333333333336
65.83333333333333,98,38.75,42,51,61,25,45.166666666666664,64.83333333333333,42.714285714285715,25.4,31.0,38.6,30.0,96.0
32.2,24,58.5,168,80,96,71,57.8,41.0,39.0,42.25,46.0,73.0,62.666666666666664,38.833333333333336
60.666666666666664,16,34.0,25,94,186,70,51.333333333333336,38.666666666666664,27.6,37.333333333333336,42.666666666666664,21.666666666666668,72.33333333333333,28.333333333333332
46.5,33,46.857142857142854,173,5,181,85,40.0,61.0,49.125,7.0,46.0,5.0,35.833333333333336,35.833333333333336
33.25,71,30.5,75,76,68,51,40.0,69.0,39.2,46.142857142857146,36.666666666666664,35.714285714285715,45.875,43.375
66.75,5,57.0,21,35,71,91,65.0,68.25,46.5,85.5,41.0,54.666666666666664,51.8,32.8
84.0,98,31.333333333333332,29,99,166,42,78.0,62.0,45.333333333333336,60.09090909090909,52.666666666666664,62.27272727272727,39.333333333333336,31.0
39.333333333333336,50,80.0,37,41,159,64,66.0,21.333333333333332,47.6,55.42857142857143,22.0,54.142857142857146,64.25,62.75
42.25,4,43.0,194,85,24,72,20.75,64.75,43.0,19.0,48.0,61.8,66.66666666666667,45.666666666666664
58.5,17,41.0,164,40,146,48,47.75,39.0,38.833333333333336,46.333333333333336,75.83333333333333,32.666666666666664,57.5,37.375
40.166666666666664,66,48.125,157,67,47,34,39.166666666666664,79.16666666666667,42.5,46.333333333333336,56.0,44.833333333333336,32.5,48.0
72.0,16,71.0,110,55,108,2,60.4,72.2,11.0,50.625,55.0,54.375,67.6,58.4
72.0,59,22.0,156,22,87,53,65.75,30.0,56.0,29.666666666666668,58.4,60.0,67.0,75.0
65.5,17,54.0,180,57,171,56,59.0,48.75,50.5,62.833333333333336,46.142857142857146,69.16666666666667,45.25,28.25
36.0,50,49.9,159,31,142,68,68.25,37.75,59.0,29.571428571428573,71.5,54.0,45.333333333333336,58.666666666666664
52.625,89,60.5,79,94,35,76,51.125,56.5,39.714285714285715,62.0,51.666666666666664,65.2,39.666666666666664,66.66666666666667
46.5,64,47.5,173,84,38,14,40.0,61.0,49.125,7.0,44.5,5.0,58.0,74.25
54.125,83,57.166666666666664,3,33,57,34,39.0,40.5,16.666666666666668,41.5,56.833333333333336,28.75,21.0,75.5
42.0,51,49.25,76,70,29,81,45.666666666666664,53.666666666666664,29.0,35.4,50.75,67.8,55.333333333333336,49.333333333333336
36.333333333333336,15,8.0,87,46,151,84,23.0,14.0,61.666666666666664,48.166666666666664,35.0,67.5,35.5,58.0
56.4,68,49.166666666666664,111,13,175,8,19.4,46.8,47.75,61.5,37.0,53.75,45.0,28.0
49.379657317803215,60,51.4,59,83,114,93,50.266200058525285,49.441438767806545,45.5,58.875,73.5,37.625,61.8,42.8
42.75,91,16.666666666666668,89,80,79,3,60.75,53.0,62.0,66.25,35.6,34.25,53.5,48.75
29.0,80,57.166666666666664,198,37,125,26,48.0,46.666666666666664,46.8,79.2,49.666666666666664,40.6,41.25,53.25
53.375,58,52.166666666666664,81,95,3,85,62.875,64.5,63.0,40.666666666666664,40.5,68.16666666666667,58.5,45.25
46.5,32,53.4,173,86,155,44,40.0,61.0,49.125,7.0,73.4,5.0,42.5,38.166666666666664
56.4,83,58.0,111,64,197,65,19.4,46.8,47.75,61.5,57.0,53.75,52.2,53.7
58.666666666666664,50,49.8,23,64,11,88,78.0,28.333333333333332,57.09090909090909,68.83333333333333,32.0,42.0,66.33333333333333,48.333333333333336
63.8,57,55.22222222222222,13,88,126,92,46.6,65.2,65.0,39.0,59.75,51.2,44.0,57.75
37.5,95,76.0,83,37,90,4,46.666666666666664,36.333333333333336,47.0,43.333333333333336,63.57142857142857,51.0,40.42857142857143,34.285714285714285
56.5,35,37.2,195,96,124,72,56.75,61.75,54.0,65.0,66.0,47.333333333333336,46.0,54.875
39.2,84,47.166666666666664,69,20,13,91,63.0,39.8,66.66666666666667,40.666666666666664,30.2,85.0,62.75,39.5
37.375,78,53.666666666666664,148,74,41,34,42.625,51.125,28.333333333333332,45.714285714285715,46.5,59.57142857142857,24.2,51.8
30.571428571428573,15,63.4,43,41,184,13,23.571428571428573,44.0,57.833333333333336,61.6,26.75,55.8,33.75,58.75
47.2,9,55.833333333333336,66,72,169,93,22.6,55.4,61.57142857142857,26.666666666666668,35.0,48.666666666666664,47.333333333333336,51.166666666666664
56.5,14,80.0,195,95,159,44,56.75,61.75,54.0,65.0,22.0,47.333333333333336,64.25,62.75
68.0,58,41.0,2,47,168,25,24.75,80.75,30.428571428571427,24.0,57.25,73.75,48.4,61.0
50.666666666666664,60,50.333333333333336,188,44,145,37,61.333333333333336,66.33333333333333,61.666666666666664,16.5,79.0,50.75,53.0,52.4
32.666666666666664,9,36.125,175,82,5,11,42.333333333333336,66.0,61.0,55.55555555555556,54.125,48.0,59.75,85.5
46.75,3,46.375,108,64,192,54,78.625,35.375,75.25,56.142857142857146,58.25,39.57142857142857,30.333333333333332,67.33333333333333
36.666666666666664,38,27.5,125,93,98,40,33.333333333333336,36.0,43.0,41.5,80.5,36.25,54.0,35.666666666666664
34.5,44,29.833333333333332,139,96,76,37,52.0,63.0,67.2,52.857142857142854,65.66666666666667,40.0,66.83333333333333,74.16666666666667
53.375,77,58.0,81,72,103,46,62.875,64.5,63.0,40.666666666666664,46.5,68.16666666666667,54.333333333333336,42.666666666666664
65.5,33,46.666666666666664,180,99,185,96,59.0,48.75,50.5,62.833333333333336,36.0,69.16666666666667,93.0,39.0
58.666666666666664,19,88.0,23,56,77,89,78.0,28.333333333333332,57.09090909090909,68.83333333333333,37.333333333333336,42.0,64.0,37.5
69.0,22,43.875,38,6,121,71,52.0,79.0,52.2,56.833333333333336,21.0,52.166666666666664,47.5,44.0
38.44444444444444,14,34.0,132,49,186,56,74.55555555555556,49.0,40.333333333333336,63.0,42.666666666666664,52.6,72.33333333333333,28.333333333333332
55.42857142857143,75,51.4,145,9,114,82,38.142857142857146,38.142857142857146,78.875,37.5,73.5,92.0,61.8,42.8
56.5,13,58.5,34,69,182,48,60.0,29.0,54.0,52.0,48.142857142857146,34.0,60.625,40.0
21.0,67,59.6,174,54,0,0,50.0,41.666666666666664,17.75,58.125,47.25,49.375,50.5,41.0
51.0,86,61.333333333333336,45,9,92,54,48.333333333333336,54.666666666666664,46.4,52.666666666666664,30.0,57.333333333333336,58.0,52.25
53.5,96,59.0,33,29,99,96,43.333333333333336,58.666666666666664,72.5,51.833333333333336,62.3,62.0,34.75,49.75
60.57142857142857,59,70.0,196,84,46,61,72.42857142857143,53.57142857142857,49.35364109825687,49.888888888888886,49.0,54.333333333333336,53.6,48.6
57.8,12,97.0,80,91,176,92,49.4,33.2,31.571428571428573,42.0,34.625,60.166666666666664,51.6,40.8
53.8,40,36.125,20,19,5,95,59.6,49.0,32.5,56.42857142857143,54.125,39.42857142857143,59.75,85.5
49.379657317803215,94,27.5,163,77,98,92,50.266200058525285,49.441438767806545,60.333333333333336,43.5,80.5,11.5,54.0,35.666666666666664
53.57142857142857,41,42.8,166,42,48,94,47.285714285714285,72.14285714285714,43.285714285714285,46.42857142857143,47.44444444444444,52.57142857142857,37.5,68.75
92.66666666666667,40,76.0,185,90,2,14,54.333333333333336,30.666666666666668,61.0,47.5,46.333333333333336,44.333333333333336,56.8,71.0
57.25,63,44.8,117,98,23,52,61.25,56.75,35.0,46.333333333333336,49.5,46.333333333333336,61.0,51.8
47.25,17,24.5,105,30,45,45,48.0,22.5,33.0,44.55555555555556,77.25,57.888888888888886,38.9,42.0
31.2,98,34.0,187,9,21,31,42.0,44.2,54.111111111111114,49.8,59.5,44.5,50.8,75.8
40.375,71,38.75,41,76,61,64,38.125,54.25,36.857142857142854,31.0,31.0,38.75,30.0,96.0
53.0,58,47.6,10,20,128,70,47.0,33.2,41.5,52.0,53.75,44.333333333333336,32.8,51.8
38.333333333333336,4,55.22222222222222,142,33,126,34,31.666666666666668,63.0,55.75,62.0,59.75,39.25,44.0,57.75
49.25,76,63.25,82,4,18,79,41.75,60.75,47.0,50.166666666666664,46.857142857142854,58.166666666666664,41.666666666666664,54.77777777777778
31.0,38,48.75,127,31,72,13,39.5,16.5,35.6,41.55555555555556,84.6,50.44444444444444,40.0,82.0
36.0,56,49.57142857142857,159,96,86,59,68.25,37.75,59.0,29.571428571428573,57.25,54.0,35.25,57.0
30.5,83,21.0,147,33,101,18,32.5,54.0,61.5,33.4,52.833333333333336,51.0,61.2,52.8
54.0,57,49.0,179,3,132,40,79.25,50.25,62.125,40.857142857142854,52.666666666666664,65.71428571428571,56.625,58.875
39.166666666666664,88,52.166666666666664,172,73,3,56,19.666666666666668,35.666666666666664,48.333333333333336,39.5,40.5,20.333333333333332,58.5,45.25
48.666666666666664,91,24.5,9,50,45,68,51.55555555555556,44.77777777777778,48.5,36.0,77.25,11.5,38.9,42.0
42.0,98,38.75,44,87,61,85,89.66666666666667,72.0,40.4,40.5,31.0,85.5,30.0,96.0
48.5,68,76.0,63,26,90,34,61.833333333333336,65.5,46.5,5.5,63.57142857142857,51.0,40.42857142857143,34.285714285714285
53.4,90,55.4,92,4,91,74,40.6,57.2,49.0,67.0,69.0,45.25,48.75,31.0
48.0,83,49.57142857142857,48,64,86,57,35.5,52.5,32.666666666666664,31.333333333333332,57.25,51.666666666666664,35.25,57.0
14.333333333333334,93,47.0,51,62,44,50,73.0,68.66666666666667,49.35364109825687,38.5,72.5,45.25,45.4,79.4
22.8,62,51.833333333333336,5,28,73,9,50.6,26.8,48.0,59.375,23.333333333333332,51.0,55.0,54.888888888888886
92.66666666666667,41,39.5,185,41,188,22,54.333333333333336,30.666666666666668,61.0,47.5,55.666666666666664,44.333333333333336,44.0,59.75
32.666666666666664,99,49.8,175,0,11,39,42.333333333333336,66.0,61.0,55.55555555555556,32.0,48.0,66.33333333333333,48.333333333333336
69.0,69,59.5,38,37,36,87,52.0,79.0,52.2,56.833333333333336,75.5,52.166666666666664,38.44444444444444,51.888888888888886
49.0,43,47.666666666666664,88,37,55,9,59.5,46.25,47.875,60.666666666666664,57.4,55.666666666666664,48.0,51.666666666666664
63.8,17,36.0,13,31,102,22,46.6,65.2,65.0,39.0,38.0,51.2,52.0,67.5
39.333333333333336,32,52.0,37,92,172,71,66.0,21.333333333333332,47.6,55.42857142857143,67.5,54.142857142857146,40.333333333333336,69.0
30.5,94,34.25,147,90,25,11,32.5,54.0,61.5,33.4,45.666666666666664,51.0,40.625,51.0
21.0,1,33.25,174,1,120,83,50.0,41.666666666666664,17.75,58.125,20.666666666666668,49.375,67.0,32.666666666666664
53.8,45,16.666666666666668,20,22,79,56,59.6,49.0,32.5,56.42857142857143,35.6,39.42857142857143,53.5,48.75
40.375,92,65.57142857142857,41,51,156,48,38.125,54.25,36.857142857142854,31.0,64.0,38.75,38.0,52.0
65.5,74,39.77777777777778,39,2,158,39,42.0,12.5,30.0,59.666666666666664,32.833333333333336,21.666666666666668,68.66666666666667,61.333333333333336
47.2,83,76.0,66,79,2,91,22.6,55.4,61.57142857142857,26.666666666666668,46.333333333333336,48.666666666666664,56.8,71.0
50.666666666666664,59,49.25,65,48,29,22,39.833333333333336,52.833333333333336,60.333333333333336,50.666666666666664,50.75,65.33333333333333,55.333333333333336,49.333333333333336
40.375,30,28.166666666666668,41,13,170,54,38.125,54.25,36.857142857142854,31.0,58.666666666666664,38.75,53.875,53.125
60.57142857142857,16,48.375,196,48,113,53,72.42857142857143,53.57142857142857,49.35364109825687,49.888888888888886,73.16666666666667,54.333333333333336,68.0,45.25
46.75,74,31.333333333333332,124,10,166,48,52.75,47.25,77.33333333333333,35.0,52.666666666666664,44.857142857142854,39.333333333333336,31.0
46.75,95,71.75,108,58,67,71,78.625,35.375,75.25,56.142857142857146,53.833333333333336,39.57142857142857,43.4,41.2
35.833333333333336,50,50.333333333333336,102,41,109,96,53.666666666666664,57.0,50.833333333333336,49.4,59.333333333333336,28.0,61.0,66.5
49.379657317803215,88,49.0,59,69,58,97,50.266200058525285,49.441438767806545,45.5,58.875,65.0,37.625,30.0,45.75
65.33333333333333,91,39.42857142857143,143,95,95,71,53.833333333333336,64.66666666666667,42.5,26.6,31.571428571428573,69.2,47.42857142857143,59.42857142857143
69.5,8,66.375,177,34,122,6,47.5,30.25,45.8,24.75,32.333333333333336,84.75,56.5,62.333333333333336
40.375,58,54.666666666666664,41,77,80,3,38.125,54.25,36.857142857142854,31.0,56.285714285714285,38.75,45.5,44.25
91.0,61,41.714285714285715,182,5,83,63,48.0,82.0,40.42857142857143,76.4,70.5,51.0,36.36363636363637,32.81818181818182
58.666666666666664,62,43.4,23,39,9,3,78.0,28.333333333333332,57.09090909090909,68.83333333333333,87.0,42.0,40.75,51.25
39.333333333333336,84,28.25,37,25,198,8,66.0,21.333333333333332,47.6,55.42857142857143,54.4,54.142857142857146,51.4,56.0
40.0,94,11.0,40,11,84,45,44.0,54.5,57.0,79.14285714285714,39.125,46.714285714285715,47.625,52.375
28.0,18,46.857142857142854,58,99,181,44,78.0,42.0,0.0,48.0,46.0,35.0,35.833333333333336,35.833333333333336
73.66666666666667,37,39.5,67,19,188,9,50.333333333333336,18.333333333333332,66.83333333333333,34.6,55.666666666666664,29.8,44.0,59.75
65.33333333333333,53,36.125,143,82,5,87,53.833333333333336,64.66666666666667,42.5,26.6,54.125,69.2,59.75,85.5
64.75,42,40.857142857142854,144,13,191,77,44.75,45.0,37.42857142857143,37.714285714285715,48.0,60.142857142857146,62.5,69.5
72.0,79,68.0,110,31,22,64,60.4,72.2,11.0,50.625,52.0,54.375,35.0,12.0
40.76923076923077,4,54.0,137,60,127,36,42.38461538461539,49.38461538461539,65.0,85.33333333333333,42.4,51.333333333333336,72.0,45.5
64.5,57,47.0,99,86,44,31,39.0,42.0,35.1,45.333333333333336,72.5,43.333333333333336,45.4,79.4
38.111111111111114,90,35.8,155,16,130,83,39.333333333333336,59.0,27.0,40.8,42.75,45.4,48.0,40.285714285714285
48.333333333333336,86,47.714285714285715,181,37,78,28,52.833333333333336,52.333333333333336,73.75,27.25,23.0,47.5,47.833333333333336,63.583333333333336
49.888888888888886,75,50.333333333333336,90,23,145,41,50.111111111111114,51.111111111111114,58.0,85.33333333333333,79.0,12.333333333333334,53.0,52.4
36.333333333333336,25,41.0,87,64,168,15,23.0,14.0,61.666666666666664,48.166666666666664,57.25,67.5,48.4,61.0
55.5,33,46.666666666666664,150,75,185,37,67.25,65.5,37.0,89.2,36.0,55.4,93.0,39.0
38.333333333333336,96,66.4,142,89,116,68,31.666666666666668,63.0,55.75,62.0,50.166666666666664,39.25,44.5,38.5
54.0,87,41.714285714285715,179,14,83,65,79.25,50.25,62.125,40.857142857142854,70.5,65.71428571428571,36.36363636363637,32.81818181818182
61.0,39,34.5,126,39,40,30,14.0,59.0,77.25,59.0,39.333333333333336,32.4,57.375,57.0
36.6,54,42.3,153,90,39,58,65.2,57.0,37.111111111111114,82.0,30.0,4.0,58.5,62.833333333333336
79.0,59,35.625,35,3,138,76,79.5,51.5,40.666666666666664,12.25,41.5,55.75,33.0,29.0
47.0,11,41.0,64,80,168,15,53.4,64.7,47.625,61.75,57.25,47.5,48.4,61.0
28.0,45,25.4,58,18,63,3,78.0,42.0,0.0,48.0,42.3,35.0,20.4,41.2
54.333333333333336,24,51.4,131,0,114,25,71.33333333333333,51.333333333333336,44.75,49.666666666666664,73.5,56.77777777777778,61.8,42.8
21.8,50,50.333333333333336,47,44,109,77,54.6,38.2,54.0,30.714285714285715,59.333333333333336,60.42857142857143,61.0,66.5
48.0,30,39.0,48,25,82,87,35.5,52.5,32.666666666666664,31.333333333333332,52.0,51.666666666666664,60.333333333333336,52.833333333333336
23.833333333333332,99,59.0,149,17,99,67,38.333333333333336,23.5,49.4,46.333333333333336,62.3,39.333333333333336,34.75,49.75
60.666666666666664,63,28.166666666666668,25,60,170,2,51.333333333333336,38.666666666666664,27.6,37.333333333333336,58.666666666666664,21.666666666666668,53.875,53.125
47.0,9,43.25,64,50,53,22,53.4,64.7,47.625,61.75,44.6,47.5,50.5,50.75
45.0,38,47.666666666666664,8,43,55,66,43.4,50.8,53.0,33.0,57.4,40.8,48.0,51.666666666666664
63.8,4,79.5,13,17,118,44,46.6,65.2,65.0,39.0,19.0,51.2,46.5,52.75
52.625,88,55.5,79,16,43,21,51.125,56.5,39.714285714285715,62.0,41.25,65.2,51.57142857142857,49.857142857142854
43.4,33,53.166666666666664,186,98,189,55,37.8,75.2,25.833333333333332,47.857142857142854,47.0,64.42857142857143,33.2,53.6
64.75,23,76.0,144,46,2,38,44.75,45.0,37.42857142857143,37.714285714285715,46.333333333333336,60.142857142857146,56.8,71.0
29.0,70,57.166666666666664,198,69,57,10,48.0,46.666666666666664,46.8,79.2,56.833333333333336,40.6,21.0,75.5
78.6,50,76.0,73,75,2,8,42.6,44.4,54.77777777777778,44.833333333333336,46.333333333333336,61.333333333333336,56.8,71.0
39.5,70,59.0,56,14,131,95,48.5,20.0,35.0,46.75,43.333333333333336,27.75,40.75,53.0
84.0,3,49.8,29,43,11,18,78.0,62.0,45.333333333333336,60.09090909090909,32.0,62.27272727272727,66.33333333333333,48.333333333333336
38.333333333333336,91,55.22222222222222,142,47,126,22,31.666666666666668,63.0,55.75,62.0,59.75,39.25,44.0,57.75
40.76923076923077,1,24.5,137,53,52,20,42.38461538461539,49.38461538461539,65.0,85.33333333333333,44.666666666666664,51.333333333333336,53.0,51.0
47.1,18,54.666666666666664,128,62,80,24,67.8,41.1,58.333333333333336,38.0,56.285714285714285,61.0,45.5,44.25
39.333333333333336,1,61.0,37,22,42,62,66.0,21.333333333333332,47.6,55.42857142857143,28.833333333333332,54.142857142857146,79.5,49.75
56.5,11,49.0,195,76,132,2,56.75,61.75,54.0,65.0,52.666666666666664,47.333333333333336,56.625,58.875
76.0,62,47.666666666666664,17,65,55,72,74.0,82.0,64.0,35.5,57.4,40.5,48.0,51.666666666666664
36.0,38,24.5,159,77,45,65,68.25,37.75,59.0,29.571428571428573,77.25,54.0,38.9,42.0
52.0,87,34.25,28,6,25,15,32.4,56.8,62.75,48.666666666666664,45.666666666666664,32.833333333333336,40.625,51.0
39.166666666666664,46,51.4,172,40,114,93,19.666666666666668,35.666666666666664,48.333333333333336,39.5,73.5,20.333333333333332,61.8,42.8
36.6,80,39.77777777777778,153,22,158,15,65.2,57.0,37.111111111111114,82.0,32.833333333333336,4.0,68.66666666666667,61.333333333333336
55.8,3,43.875,95,35,121,65,49.2,40.4,57.0,34.333333333333336,21.0,54.666666666666664,47.5,44.0
53.833333333333336,73,46.6,52,57,140,28,34.5,49.5,63.75,40.25,40.285714285714285,57.25,49.0,39.857142857142854
30.0,54,45.7,101,32,119,40,47.0,69.0,53.0,73.66666666666667,46.0,24.666666666666668,43.5,61.833333333333336
60.57142857142857,65,49.25,196,47,29,33,72.42857142857143,53.57142857142857,49.35364109825687,49.888888888888886,50.75,54.333333333333336,55.333333333333336,49.333333333333336
53.375,68,87.5,81,9,60,87,62.875,64.5,63.0,40.666666666666664,40.0,68.16666666666667,54.285714285714285,49.0
33.25,47,63.8,75,49,136,77,40.0,69.0,39.2,46.142857142857146,50.166666666666664,35.714285714285715,65.0,43.0
72.0,27,61.75,156,77,62,1,65.75,30.0,56.0,29.666666666666668,44.0,60.0,50.111111111111114,41.0
43.4,47,43.0,186,22,24,49,37.8,75.2,25.833333333333332,47.857142857142854,48.0,64.42857142857143,66.66666666666667,45.666666666666664
69.5,56,52.8,177,24,94,77,47.5,30.25,45.8,24.75,54.6,84.75,50.0,4.5
67.4,14,72.85714285714286,193,74,160,17,52.4,64.8,34.57142857142857,36.5,61.285714285714285,57.5,47.833333333333336,40.5
67.5,99,48.125,162,34,47,88,49.666666666666664,41.0,74.0,58.81818181818182,56.0,45.09090909090909,32.5,48.0
51.36363636363637,85,52.166666666666664,165,66,3,75,60.0,52.0,62.4,56.0,40.5,44.0,58.5,45.25
